Transaction ID,Transaction Providing Organization Name,Transaction Providing Organization Id,Transaction Providing Organization Type,Transaction Providing Organization Country,Transaction Receiving Organization Name,Transaction Receiving Organization Id,Transaction Receiving Organization Type,Transaction Receiving Organization Country,Transaction Date,Transaction USD Amount,Transaction Disbursement Channel,Transaction Type,Transaction Description,Transaction Finance Type,Transaction Data Source,Transaction Data Source Url,Transaction Cluster,Transaction District,Transaction External Id Owner,Transaction External Id,Project Id,Project Title,Project Description,Project Result Description,Project Status,Project Planned Start Date,Project Planned End Date,Project Actual Start Date,Project Actual End Date,Project Total Original USD Budget,Project Funding Organization ID,Project Funding Organization Name,Project Implementing Organization ID,Project Implementing Organization Name,Project General Enquires Contact Organization,Project General Enquires Contact Department,Project General Enquires Contact Person,Project General Enquires Contact Job Title,Project General Enquires Contact Telephone,Project General Enquires Contact Emails,Project General Enquires Contact Websites,Project Cluster,Project Districts,Project Document Title,Project Document Url,Project External ID Owner,Project External ID,Project Record Data Source Name,Project Record Data Source Url
23293,Sweden (Government of),14880,Government,Sweden,Save the Children,14787,International NGO,Not applicable,11/05/2015 00:00,237445,Cash,Commitment,Child protection,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Protection,Not available,UN OCHA FTS,230184,38,Provide Psychosocial and Protective Support to Children Affected by the Earthquake,,,,29/04/2015,,,,455120,14793 || 14880,Denmark (Government of) || Sweden (Government of),14787,Save the Children,,,,,,,,Protection,Not available,,,UN OCHA FTS,NPL-15/P-HR-RL/80207/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23294,United Kingdom (Government of),14918,Government,United Kingdom,Save the Children,14787,International NGO,Not applicable,01/05/2015 00:00,693374,Cash,Disbursement,To provide immediate humanitarian support to people affected by the Nepal earthquake. (205028),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Not available,UN OCHA FTS,229936,68,Shelter support through NFIs and training,,,,29/04/2015,,,,3338177,14923 || 14799 || 14776 || 14806 || 14857 || 14867 || 14918,United States of America (Government of) || European Commission || Canada (Government of) || Finland (Government of) || Norway (Government of) || Private (individuals and organisations) || United Kingdom (Government of),14787,Save the Children,,,,,,,,Shelter and Non-food Items,,,,UN OCHA FTS,NPL-15/S-NF/80319/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23295,United States of America (Government of),14923,Government,United States,Save the Children,14787,International NGO,Not applicable,29/04/2015 00:00,2494084,Cash,Commitment,"Shelter and settlements - Dhading, Gorkha, Sindhupalchok Districts (USAID/OFDA)",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Shelter and Non-food Items,Dhading || Gorkha || Sindhupalchok,UN OCHA FTS,229268,68,Shelter support through NFIs and training,,,,29/04/2015,,,,3338177,14923 || 14799 || 14776 || 14806 || 14857 || 14867 || 14918,United States of America (Government of) || European Commission || Canada (Government of) || Finland (Government of) || Norway (Government of) || Private (individuals and organisations) || United Kingdom (Government of),14787,Save the Children,,,,,,,,Shelter and Non-food Items,,,,UN OCHA FTS,NPL-15/S-NF/80319/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23296,Japan (Government of),14831,Government,Japan,Shanti Volunteer Association,16194,National NGO,Japan,27/05/2015 00:00,377063,Cash,Disbursement,Support for construction of schools in Nepal ,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Education,Not available,UN OCHA FTS,234710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23297,Singapore (Government of),14874,Government,Singapore,Singapore Red Cross Society,14875,National NGO,Singapore,27/04/2015 00:00,36390,Inkind,Disbursement,in kind - relief items and emergency supplies ,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,229142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23298,Singapore (Government of),14874,Government,Singapore,Singapore Red Cross Society,14875,National NGO,Singapore,27/04/2015 00:00,72780,Cash,Disbursement,Humanitarian assistance to affected populations,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,229140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23299,Sweden (Government of),14880,Government,Sweden,Swedish Civil Contingencies Agency (MSB),14882,Other Public Sector,Sweden,11/05/2015 00:00,91234,Cash,Commitment,Secondment of IT-experts to WFP,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,230186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23300,Sweden (Government of),14880,Government,Sweden,Swedish Civil Contingencies Agency (MSB),14882,Other Public Sector,Sweden,05/06/2015 00:00,460797,Cash,Commitment,Support to IOM Demolitions,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,232188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23301,Sweden (Government of),14880,Government,Sweden,Swedish Civil Contingencies Agency (MSB),14882,Other Public Sector,Sweden,26/04/2015 00:00,1575128,Cash,Commitment,Coordination and Logistics,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,230187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23302,Sweden (Government of),14880,Government,Sweden,Swedish Civil Contingencies Agency (MSB),14882,Other Public Sector,Sweden,13/05/2015 00:00,498509,Cash,Commitment,UNDP Debris Management Team Nepal,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,231246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23303,Sweden (Government of),14880,Government,Sweden,Swedish Civil Contingencies Agency (MSB),14882,Other Public Sector,Sweden,28/04/2015 00:00,145146,Cash,Commitment,Secondment of ICT officer to UNDAC,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,229281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23304,Sweden (Government of),14880,Government,Sweden,Swedish Civil Contingencies Agency (MSB),14882,Other Public Sector,Sweden,11/05/2015 00:00,3757,Cash,Commitment,Civil Military Coordination Support to EUCP,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,231248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23305,Sweden (Government of),14880,Government,Sweden,Swedish Civil Contingencies Agency (MSB),14882,Other Public Sector,Sweden,12/05/2015 00:00,97794,Cash,Commitment,Improved coordination through IMO support to UNDP,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,231247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23306,Sweden (Government of),14880,Government,Sweden,Swedish Civil Contingencies Agency (MSB),14882,Other Public Sector,Sweden,05/05/2015 00:00,47704,Cash,Commitment,Secondment of WASH Cluster IMO to Unicef,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,"Water, Sanitation and Hygiene",Not available,UN OCHA FTS,230188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23307,Sweden (Government of),14880,Government,Sweden,Swedish Civil Contingencies Agency (MSB),14882,Other Public Sector,Sweden,11/05/2015 00:00,94216,Cash,Commitment,2 Civil/Military Coordination Officers to UNDAC,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,233712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23308,Sweden (Government of),14880,Government,Sweden,Swedish Civil Contingencies Agency (MSB),14882,Other Public Sector,Sweden,18/05/2015 00:00,81336,Cash,Commitment,Secondment of IMO Protection Officer to Unicef,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Protection,Not available,UN OCHA FTS,231245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23309,Sweden (Government of),14880,Government,Sweden,Swedish Civil Contingencies Agency (MSB),14882,Other Public Sector,Sweden,20/05/2015 00:00,46512,Cash,Commitment,Secondment of IT specialists to WFP,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,231184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23310,Sweden (Government of),14880,Government,Sweden,Swedish Civil Contingencies Agency (MSB),14882,Other Public Sector,Sweden,12/05/2015 00:00,47704,Cash,Commitment,"WASH Cluster Sub national IMO, UNICEF",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,"Water, Sanitation and Hygiene",Not available,UN OCHA FTS,231183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23311,Sweden (Government of),14880,Government,Sweden,Swedish Civil Contingencies Agency (MSB),14882,Other Public Sector,Sweden,13/05/2015 00:00,1669648,Cash,Commitment,IHP Basecamp - WFP,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,236247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23312,Sweden (Government of),14880,Government,Sweden,Swedish Civil Contingencies Agency (MSB),14882,Other Public Sector,Sweden,28/04/2015 00:00,14282,Cash,Commitment,Secondment of Coordination Expert to UNDAC,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,233711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23313,Sweden (Government of),14880,Government,Sweden,Swedish Red Cross,16192,National NGO,Afghanistan,29/04/2015 00:00,580585,Cash,Commitment,Response to earthquake,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,229279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23314,Germany (Government of),14812,Government,Germany,Federal Agency for Technical Relief (THW),14817,Other Public Sector,Germany,11/05/2015 00:00,682375,Cash,Commitment,Emergency humanitarian assistance for the affected population of the earthquake in Nepal - Water/sanitation  (AA-S05 321.50 NPL 03/15),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,"Water, Sanitation and Hygiene",Not available,UN OCHA FTS,231086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23315,Thailand (Government of),14885,Government,Thailand,Thai Red Cross Society,16193,National NGO,Thailand,05/06/2015 00:00,8000000,Cash,Disbursement,to provide emergency relief to populations affected by the devastating earthquake in Nepal - 1) long-term restoration such as building a national blood donation center which is equipped with necessary equipment. 2) restoring school.,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,232854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23316,Thailand (Government of),14885,Government,Thailand,Thai Red Cross Society,16193,National NGO,Thailand,28/04/2015 00:00,500000,Cash,Disbursement,to provide emergency relief to populations affected by the devastating earthquake in Nepal,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,229418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23317,United States of America (Government of),14923,Government,United States,The Asia Foundation,16195,International NGO,Not applicable,25/06/2015 00:00,450000,Inkind,Disbursement,Protection (USAID/OFDA),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Protection,Not available,UN OCHA FTS,233379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23318,New Zealand (Government of),14855,Government,New Zealand,Triyog Trust NZ,14856,Foundation,New Zealand,10/05/2015 00:00,15408,Cash,Disbursement,Contribution to Triyog NZ Trust to assist their partner with household repairs.,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,230784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23319,Ireland (Government of),14824,Government,Ireland,Trocaire,14828,National NGO,Ireland,05/05/2015 00:00,110619,Cash,Commitment,To save lives and alleviate suffering (Tr,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,229834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23320,Andorra (Government of),14751,Government,Andorra,United Nations Agencies,14752,Multilateral,Not applicable,30/04/2015 00:00,7500,Cash,Pledge,To support the affected population,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,229444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23321,United Kingdom (Government of),14918,Government,United Kingdom,United Nations Agencies,14752,Multilateral,Not applicable,30/04/2015 00:00,739645,Inkind,Commitment,"in kind - Short term secondments of Humanitarian Experts to UN Agencies - To provide additional short-term capacity, expertise and leadership for humanitarian response operations where needed. The UN frequently lack expert humanitarian personnel able to deploy quickly to specific rapid onset or chronic emergencies.  (205028)",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,229920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23322,Norway (Government of),14857,Government,Norway,Various Recipients,14744,Individual,Nepal,24/06/2015 00:00,0,Cash,Commitment,Humanitarian assistance and support to early recovery after the earthquake. (total funding of NOK 100 million - fully allocated to specific organizations) ,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,233159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23323,Bulgaria (Government of),14774,Government,Bulgaria,United Nations Children's Fund (UNICEF),14775,Multilateral,Not applicable,05/05/2015 00:00,40000,Cash,Disbursement,to be allocated to specific projects ,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,230025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23324,Canada (Government of),14776,Government,Canada,United Nations Children's Fund (UNICEF),14775,Multilateral,Not applicable,27/04/2015 00:00,1042535,Cash,Disbursement,Emergency response to the Nepal earthquake. (D002547),Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Not available,Not available,UN OCHA FTS,229680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23325,Canada (Government of),14776,Government,Canada,United Nations Children's Fund (UNICEF),14775,Multilateral,Not applicable,23/06/2015 00:00,417015,Cash,Disbursement,"WASH, Protection and Nutrition (D002547) ",Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,"Water, Sanitation and Hygiene || Protection",Not available,UN OCHA FTS,234393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23326,United Nations Central Emergency Response Fund (UN CERF),14789,Multilateral,Not applicable,United Nations Children's Fund (UNICEF),14775,Multilateral,Not applicable,06/05/2015 00:00,1004901,Cash,Disbursement,Addressing health needs in the earthquake affected population,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Health,Not available,UN OCHA FTS,229815,32,"Equitable  emergency and life saving primary health care services for mothers,newborns and children",,,,29/04/2015,,,,10078210,14775 || 14789,United Nations Children's Fund (UNICEF) || United Nations Central Emergency Response Fund (UN CERF),14775,United Nations Children's Fund (UNICEF),,,,,,,,Health,Not available,,,UN OCHA FTS,NPL-15/H/80258/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
23327,United Nations Central Emergency Response Fund (UN CERF),14789,Multilateral,Not applicable,United Nations Children's Fund (UNICEF),14775,Multilateral,Not applicable,04/05/2015 00:00,255195,Cash,Disbursement,Ensuring protection of earthquake affected women and children in Nepal,Grant,UN OCHA Financial Tracking Service,https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl,Protection,Not available,UN OCHA FTS,229647,40,Prevention and response to protect children in affected areas,,,,29/04/2015,,,,5328615,14775 || 14789 || 14793 || 14821 || 14878,United Nations Children's Fund (UNICEF) || United Nations Central Emergency Response Fund (UN CERF) || Denmark (Government of) || IDeA Foundation || Spain (Government of),14775,United Nations Children's Fund (UNICEF),,,,,,,,Protection,Not available,,,UN OCHA FTS,NPL-15/P-HR-RL/80350/R,UN OCHA Financial Tracking Service, https://fts.unocha.org/pageloader.aspx?page=emerg-emergencyCountryDetails&cc=npl
